index,Date,product_group,dispatches_SellIn,orders_SellIn,SellOut,promo,hyp_promo,type_promo_1,type_promo_2,sin_dayofyear,cos_dayofyear,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9
3149,2018-04-15,Product_17,311,311,329,0.0,0.0,0.0,0.0,0.9721181966290613,-0.23449138957040985,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3163,2018-04-15,Product_32,3732,3732,842,1.3,0.0,0.0,0.0,0.9721181966290613,-0.23449138957040985,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3176,2018-04-22,Product_04,7150,12198,5470,1.2000000000000002,0.0,0.0,0.0,0.9368813462954315,-0.3496474552512284,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3183,2018-04-22,Product_11,0,0,278,0.1,0.0,0.0,0.0,0.9368813462954315,-0.3496474552512284,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3189,2018-04-22,Product_17,107,107,306,0.2,94.79768786127168,1.0,1.0,0.9368813462954315,-0.3496474552512284,-0.18188541063406025,-0.00036831471551501823,-0.008184807467131782,-0.008184807467131782,-0.008184807467131782,-0.008184807467131782,-0.008184807467131782,-0.008184807467131782,-0.008184807467131782,-0.008184807467131782
3203,2018-04-22,Product_32,761,761,718,1.1,0.0,0.0,0.0,0.9368813462954315,-0.3496474552512284,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3216,2018-04-29,Product_04,5696,16298,5446,0.6000000000000001,0.0,0.0,0.0,0.8880573226294932,-0.45973273945210397,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3223,2018-04-29,Product_11,190,190,226,0.1,0.0,0.0,0.0,0.8880573226294932,-0.45973273945210397,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3229,2018-04-29,Product_17,526,526,352,0.2,0.0,0.0,0.0,0.8880573226294932,-0.45973273945210397,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3243,2018-04-29,Product_32,428,428,815,4.5,0.0,0.0,0.0,0.8880573226294932,-0.45973273945210397,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3256,2018-05-06,Product_04,4773,9603,5539,3.9,0.0,0.0,0.0,0.8263541987239096,-0.5631507242749186,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3263,2018-05-06,Product_11,0,0,260,0.0,0.0,0.0,0.0,0.8263541987239096,-0.5631507242749186,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3269,2018-05-06,Product_17,241,241,381,0.0,0.0,0.0,0.0,0.8263541987239096,-0.5631507242749186,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3283,2018-05-06,Product_32,105,105,2679,77.2,89.01734104046244,1.0,1.0,0.8263541987239096,-0.5631507242749186,-0.32264893200252864,-0.0021826458117739835,-0.026537300919812247,-0.026537300919812247,-0.026537300919812247,-0.026537300919812247,-0.026537300919812247,-0.026537300919812247,-0.026537300919812247,-0.026537300919812247
3296,2018-05-13,Product_04,8514,10933,11794,78.10000000000002,90.17341040462428,1.0,1.0,0.7526668275320084,-0.6584015846980488,-1.6274284639019458,-0.2767211785565481,-0.6710766890210232,-0.6710766890210232,-0.6710766890210232,-0.6710766890210232,-0.6710766890210232,-0.6710766890210232,-0.6710766890210232,-0.6710766890210232
3303,2018-05-13,Product_11,547,547,262,0.0,0.0,0.0,0.0,0.7526668275320084,-0.6584015846980488,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3309,2018-05-13,Product_17,1427,1427,385,0.4,64.16184971098265,1.0,1.0,0.7526668275320084,-0.6584015846980488,-0.1534926784131475,-0.00031081993869820586,-0.006907140138653474,-0.006907140138653474,-0.006907140138653474,-0.006907140138653474,-0.006907140138653474,-0.006907140138653474,-0.006907140138653474,-0.006907140138653474
3323,2018-05-13,Product_32,2801,2801,815,1.2000000000000002,0.0,0.0,0.0,0.7526668275320084,-0.6584015846980488,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3336,2018-05-20,Product_04,7830,8318,5124,0.9,0.0,0.0,0.0,0.6680638642135335,-0.7441039398713607,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3343,2018-05-20,Product_11,375,375,250,0.0,0.0,0.0,0.0,0.6680638642135335,-0.7441039398713607,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3349,2018-05-20,Product_17,112,112,368,0.0,0.0,0.0,0.0,0.6680638642135335,-0.7441039398713607,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3363,2018-05-20,Product_32,3058,3058,885,1.3,0.0,0.0,0.0,0.6680638642135335,-0.7441039398713607,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3376,2018-05-27,Product_04,6791,10536,5262,0.8,0.0,0.0,0.0,0.5737722679043246,-0.8190148866680801,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3383,2018-05-27,Product_11,545,545,247,0.0,0.0,0.0,0.0,0.5737722679043246,-0.8190148866680801,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3389,2018-05-27,Product_17,588,588,437,0.3,0.0,0.0,0.0,0.5737722679043246,-0.8190148866680801,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3403,2018-05-27,Product_32,2322,2322,875,1.0,0.0,0.0,0.0,0.5737722679043246,-0.8190148866680801,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3416,2018-06-03,Product_04,10640,18962,5825,2.4000000000000004,0.0,0.0,0.0,0.4711595076738638,-0.8820480249558537,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3423,2018-06-03,Product_11,547,547,273,0.1,0.0,0.0,0.0,0.4711595076738638,-0.8820480249558537,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3429,2018-06-03,Product_17,970,970,581,0.4,0.0,0.0,0.0,0.4711595076738638,-0.8820480249558537,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3443,2018-06-03,Product_32,107,107,1058,1.8,0.0,0.0,0.0,0.4711595076738638,-0.8820480249558537,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3456,2018-06-10,Product_04,5892,12772,5358,1.4,0.0,0.0,0.0,0.36171373072976765,-0.9322892131745133,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3463,2018-06-10,Product_11,6,6,235,0.0,0.0,0.0,0.0,0.36171373072976765,-0.9322892131745133,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3469,2018-06-10,Product_17,1248,1249,567,0.2,0.0,0.0,0.0,0.36171373072976765,-0.9322892131745133,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3483,2018-06-10,Product_32,730,833,3378,79.9,97.10982658959536,1.0,1.0,0.36171373072976765,-0.9322892131745133,-0.3363569689676121,-0.002275377528825654,-0.027664762584428813,-0.027664762584428813,-0.027664762584428813,-0.027664762584428813,-0.027664762584428813,-0.027664762584428813,-0.027664762584428813,-0.027664762584428813
3496,2018-06-17,Product_04,3015,7099,13007,90.6,95.37572254335258,1.0,1.0,0.24702218048093552,-0.9690098257244062,-1.6716092530539863,-0.2842334964954874,-0.6892948155685958,-0.6892948155685958,-0.6892948155685958,-0.6892948155685958,-0.6892948155685958,-0.6892948155685958,-0.6892948155685958,-0.6892948155685958
3503,2018-06-17,Product_11,183,183,250,0.1,0.0,0.0,0.0,0.24702218048093552,-0.9690098257244062,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3509,2018-06-17,Product_17,693,693,623,0.0,0.0,0.0,0.0,0.24702218048093552,-0.9690098257244062,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3523,2018-06-17,Product_32,1557,1868,929,3.8,0.0,0.0,0.0,0.24702218048093552,-0.9690098257244062,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3536,2018-06-24,Product_04,3849,8531,4686,0.5,0.0,0.0,0.0,0.12874817745258132,-0.99167731989929,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3543,2018-06-24,Product_11,727,727,217,0.1,0.0,0.0,0.0,0.12874817745258132,-0.99167731989929,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3549,2018-06-24,Product_17,773,773,592,0.2,0.0,0.0,0.0,0.12874817745258132,-0.99167731989929,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3563,2018-06-24,Product_32,1353,1664,926,1.6,0.0,0.0,0.0,0.12874817745258132,-0.99167731989929,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3576,2018-07-01,Product_04,2192,8282,5228,0.3,0.0,0.0,0.0,0.008606996888688698,-0.9999629591162655,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3583,2018-07-01,Product_11,364,364,261,0.2,0.0,0.0,0.0,0.008606996888688698,-0.9999629591162655,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3589,2018-07-01,Product_17,1073,1073,574,0.1,0.0,0.0,0.0,0.008606996888688698,-0.9999629591162655,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3603,2018-07-01,Product_32,3427,3427,1032,2.0,0.0,0.0,0.0,0.008606996888688698,-0.9999629591162655,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3616,2018-07-08,Product_04,1895,8714,4967,0.5,0.0,0.0,0.0,-0.11165900712169444,-0.9937465804361781,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3623,2018-07-08,Product_11,181,181,244,0.1,0.0,0.0,0.0,-0.11165900712169444,-0.9937465804361781,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3629,2018-07-08,Product_17,588,588,655,0.1,0.0,0.0,0.0,-0.11165900712169444,-0.9937465804361781,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3643,2018-07-08,Product_32,1555,1555,1031,4.4,0.0,0.0,0.0,-0.11165900712169444,-0.9937465804361781,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3656,2018-07-15,Product_04,9335,13620,4442,9.5,0.0,0.0,0.0,-0.23030567023061196,-0.973118337233262,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3663,2018-07-15,Product_11,182,182,249,0.1,0.0,0.0,0.0,-0.23030567023061196,-0.973118337233262,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3669,2018-07-15,Product_17,1428,1672,626,0.3,0.0,0.0,0.0,-0.23030567023061196,-0.973118337233262,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3683,2018-07-15,Product_32,513,943,1028,1.9,0.0,0.0,0.0,-0.23030567023061196,-0.973118337233262,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3696,2018-07-22,Product_04,13777,16718,5773,0.4,0.0,0.0,0.0,-0.3456123126707333,-0.9383773917408642,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3703,2018-07-22,Product_11,185,551,310,0.1,0.0,0.0,0.0,-0.3456123126707333,-0.9383773917408642,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3709,2018-07-22,Product_17,1338,1338,788,0.1,0.0,0.0,0.0,-0.3456123126707333,-0.9383773917408642,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3723,2018-07-22,Product_32,630,838,3812,83.7,95.95375722543352,1.0,1.0,-0.3456123126707333,-0.9383773917408642,-0.33439867797260014,-0.0022621301406754155,-0.027503696632340733,-0.027503696632340733,-0.027503696632340733,-0.027503696632340733,-0.027503696632340733,-0.027503696632340733,-0.027503696632340733,-0.027503696632340733
3736,2018-07-29,Product_04,4458,4458,4111,0.3,0.0,0.0,0.0,-0.455906693508459,-0.8900275764346766,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3743,2018-07-29,Product_11,0,181,249,0.1,0.0,0.0,0.0,-0.455906693508459,-0.8900275764346766,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3749,2018-07-29,Product_17,483,483,527,0.2,0.0,0.0,0.0,-0.455906693508459,-0.8900275764346766,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3763,2018-07-29,Product_32,0,414,699,3.0,0.0,0.0,0.0,-0.455906693508459,-0.8900275764346766,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3776,2018-08-05,Product_04,6749,8546,4892,0.4,0.0,0.0,0.0,-0.5595892624101763,-0.828770087174504,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3783,2018-08-05,Product_11,544,544,255,0.2,0.0,0.0,0.0,-0.5595892624101763,-0.828770087174504,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3789,2018-08-05,Product_17,829,829,562,0.4,0.0,0.0,0.0,-0.5595892624101763,-0.828770087174504,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3803,2018-08-05,Product_32,1641,2056,1006,0.8,0.0,0.0,0.0,-0.5595892624101763,-0.828770087174504,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3816,2018-08-12,Product_04,10039,11426,5263,0.6000000000000001,0.0,0.0,0.0,-0.655156357209085,-0.7554933140726804,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3823,2018-08-12,Product_11,739,739,256,0.1,0.0,0.0,0.0,-0.655156357209085,-0.7554933140726804,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3829,2018-08-12,Product_17,501,501,2026,45.40000000000001,90.17341040462428,1.0,1.0,-0.655156357209085,-0.7554933140726804,-0.17759971520448853,-0.0003596362586370089,-0.007991952021323736,-0.007991952021323736,-0.007991952021323736,-0.007991952021323736,-0.007991952021323736,-0.007991952021323736,-0.007991952021323736,-0.007991952021323736
3843,2018-08-12,Product_32,2018,2226,874,1.1,0.0,0.0,0.0,-0.655156357209085,-0.7554933140726804,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3856,2018-08-19,Product_04,8237,11175,5862,0.3,0.0,0.0,0.0,-0.7412220108485957,-0.6712599575675315,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3863,2018-08-19,Product_11,0,0,252,0.2,0.0,0.0,0.0,-0.7412220108485957,-0.6712599575675315,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3869,2018-08-19,Product_17,1739,1739,580,0.2,0.0,0.0,0.0,-0.7412220108485957,-0.6712599575675315,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3883,2018-08-19,Product_32,1458,1458,994,3.0,0.0,0.0,0.0,-0.7412220108485957,-0.6712599575675315,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3896,2018-08-26,Product_04,7195,9374,5958,0.5,0.0,0.0,0.0,-0.8165380514459157,-0.5772916165517278,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3903,2018-08-26,Product_11,987,987,275,0.2,0.0,0.0,0.0,-0.8165380514459157,-0.5772916165517278,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3909,2018-08-26,Product_17,1417,1417,650,0.2,0.0,0.0,0.0,-0.8165380514459157,-0.5772916165517278,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3924,2018-08-26,Product_32,1799,2110,1087,1.5,0.0,0.0,0.0,-0.8165380514459157,-0.5772916165517278,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3937,2018-09-02,Product_04,5692,10393,5746,0.4,0.0,0.0,0.0,-0.8800122039735356,-0.4749510720670502,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3944,2018-09-02,Product_11,370,551,258,0.1,0.0,0.0,0.0,-0.8800122039735356,-0.4749510720670502,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3950,2018-09-02,Product_17,112,252,635,0.6000000000000001,0.0,0.0,0.0,-0.8800122039735356,-0.4749510720670502,-0.09402865432783972,-0.00019040634951582525,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831,-0.004231270828066831
3965,2018-09-02,Product_32,1063,1064,1081,1.2000000000000002,0.0,0.0,0.0,-0.8800122039735356,-0.4749510720670502,-0.1718605253866101,-0.0011625969242055978,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932,-0.014135222609029932
3978,2018-09-09,Product_04,3569,7130,5323,0.4,0.0,0.0,0.0,-0.9307239310379793,-0.3657225234972692,-0.86162811859991,-0.14650766761493364,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986,-0.3552958288630986
3985,2018-09-09,Product_11,181,362,260,0.2,0.0,0.0,0.0,-0.9307239310379793,-0.3657225234972692,-0.04507753448445021,-2.0978828234005286e-05,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643,-0.0009724576356642643
3991,2018-09-09,Product_17,528,632,2191,47.3,90.7514450867052,1.0,1.0,-0.9307239310379793,-0.3657225234972692,-0.17813542713318498,-0.00036072106574675997,-0.00801605895204974,-0.00801605895204974,-0.00801605895204974,-0.00801605895204974,-0.00801605895204974,-0.00801605895204974,-0.00801605895204974,-0.00801605895204974
